TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201702,12.404,1.0,291.951,190.98,1.0,280.205,1.0,9.596,1.0,87.114,1.0,0.39,1.0,2.452,1.0,0.2930890625,1.0,62.11893095238094,1.0,360.38825386904756,1.0,54.6909177827381,1.0,38.348994568452376,1.0,369.03584136904766,1.0,406.021,1.0,16.374,15.908,14.831,14.756,14.446,27.053,0.0,0.0,0.0,0.0,0.0,0.0,12.385,14.628,18.129,14.129,11.787,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-1.52909,1.0,18.2451,1.0,18.5601,0.293374,44.3229,1.0,45.088,0.539464,0.325426,0.994048,0.0119978,0.257336,0.295245,0.487376,0.99628,0.993304,0.896577,0.555878,0.512784,0.5322,1.09641,0.239614,0.245608,0.255364,0.604,0.497434,0.507272,0.539307,0.943353,0.302625,0.29724,0.316236,0.508122,-9999,-9999
201703,17.086,1.0,362.614,264.031,1.0,288.348,1.0,16.148,1.0,87.215,0.999328,0.197,0.999328,2.498,0.999328,0.28317562771676963,0.9993279569892474,102.26338553963623,0.9993279569892474,498.6673595530199,0.9993279569892474,75.12037497140241,0.9993279569892474,50.64111468628461,0.9993279569892474,397.26306079129495,0.9993279569892474,409.329,1.0,15.942,15.413,14.401,14.425,14.221,26.359,0.0,0.0,0.0,0.0,0.0,0.0,6.513,9.944,14.318,11.623,11.241,-9999,1.0,1.0,1.0,1.0,1.0,-9999,3.37871,1.0,27.3677,1.0,28.5925,0.235124,67.5721,1.0,70.5963,0.48291,-0.293352,0.982527,0.00958613,-0.311969,-0.306069,-0.14925,0.995968,0.991935,0.83871,0.578863,0.557492,0.569906,0.945759,0.881468,0.865764,0.876882,1.08942,0.469715,0.482794,0.488967,0.703645,0.851244,0.849504,0.859435,1.05224,-9999,-9999
201704,19.002,0.757639,425.849,248.429,0.759028,295.653,0.757639,18.785,0.757639,87.082,0.75,0.09,0.75,2.25,0.75,0.25236164772727276,0.7333333333333333,131.4549744318182,0.7333333333333333,592.3912845643939,0.7333333333333333,83.60856325757575,0.7333333333333333,58.974648390151515,0.7333333333333333,410.45822916666657,0.7333333333333333,408.817,0.757639,15.956,15.426,14.414,14.435,14.228,26.362,0.0,0.0,0.0,0.0,0.0,0.0,4.325,6.962,10.439,7.673,8.741,-9999,0.757639,0.757639,0.757639,0.757639,0.757639,-9999,8.416,0.757639,24.2994,0.757639,26.0529,0.200041,91.8764,0.757639,98.5067,0.518807,-0.443555,0.754167,0.00821472,-0.449769,-0.447141,-0.330143,0.75625,0.756944,0.55,0.554325,0.536037,0.554377,0.764898,1.00141,0.982659,1.0008,1.09408,0.620332,0.533156,0.609399,0.674457,0.925785,0.921814,0.930906,0.974336,-9999,-9999
201705,21.855,0.979167,465.804,328.063,0.979167,308.024,0.979167,23.091,0.979167,86.853,0.977823,0.113,0.945565,2.565,0.977823,0.3294527083333333,0.967741935483871,129.35760840277777,0.967741935483871,628.8772197916667,0.967741935483871,41.71358798611111,0.967741935483871,36.225274097222226,0.967741935483871,476.18524652777774,0.967741935483871,408.075,0.979167,15.958,15.428,14.415,14.436,14.227,26.362,0.0,0.0,0.0,0.0,0.0,0.0,3.18,4.622,9.188,6.625,7.421,-9999,0.979167,0.979167,0.979167,0.979167,0.979167,-9999,8.94777,0.978495,12.8783,0.935484,12.6422,0.140961,110.768,0.979167,108.737,0.792142,0.26057,0.967742,0.00998221,0.232796,0.247061,0.24971,0.852823,0.97379,0.977151,0.458096,0.429848,0.440524,0.549241,0.201853,0.182325,0.189426,0.338263,0.430981,0.437039,0.458708,0.517402,0.191329,0.194127,0.207441,0.345779,-9999,-9999
201706,29.006,1.0,480.873,347.133,1.0,346.771,1.0,35.659,1.0,86.972,1.0,0.195,1.0,2.373,1.0,0.2735590277777778,1.0,121.89729694444448,1.0,635.3790142361111,1.0,59.363354236111114,1.0,51.01567111111111,1.0,519.3233509027777,1.0,403.472,1.0,15.956,15.426,14.414,14.435,14.228,26.362,0.0,0.0,0.0,0.0,0.0,0.0,2.729,3.568,7.791,6.129,6.877,-9999,1.0,1.0,1.0,1.0,1.0,-9999,10.7893,1.0,11.8813,0.994444,11.8887,0.273933,99.2446,0.999306,99.3063,0.666098,0.496521,0.975694,0.0143702,0.435522,0.469696,0.639493,0.991667,0.984722,0.9,0.745669,0.661676,0.710168,1.21006,0.261198,0.226154,0.244338,0.588798,0.406528,0.478004,0.510388,0.549946,0.10047,0.155227,0.174839,0.333064,-9999,-9999
201707,25.743,1.0,472.581,245.771,1.0,388.015,1.0,17.196,1.0,87.309,1.0,7.824,1.0,1.779,1.0,0.24602735215053761,1.0,124.96420073924732,1.0,454.9431254032259,1.0,45.80530961021505,1.0,38.14321438172042,1.0,469.8744211021505,1.0,417.244,1.0,15.968,15.436,14.425,14.445,14.234,26.367,0.0,0.0,0.0,0.0,0.0,0.0,10.229,11.426,13.94,10.816,10.634,-9999,1.0,1.0,1.0,1.0,1.0,-9999,1.00281,0.999328,67.9005,0.994624,79.0019,0.758599,38.5244,0.995968,44.823,0.532247,1.66335,0.969086,0.0408906,1.50084,1.55014,1.63958,0.990591,0.980511,0.808468,2.41811,2.35154,2.39308,3.12775,0.749294,0.790892,0.85731,1.54112,2.45639,2.48675,2.55542,2.60191,1.14608,1.20738,1.2741,1.4774,-9999,-9999
201708,26.072,1.0,440.704,270.602,1.0,368.343,1.0,20.155,1.0,87.231,0.999328,0.59,0.999328,2.036,0.999328,0.28746732870052616,0.9993279569892473,121.09124401166781,0.9993279569892473,489.87324151795934,0.9993279569892473,45.369746894303354,0.9993279569892473,49.60149123484329,0.9993279569892473,466.2188508951041,0.9993279569892473,405.883,0.999328,15.942,15.413,14.401,14.425,14.221,19.69,0.0,0.0,0.0,0.0,0.0,0.0,5.596,8.084,11.811,9.236,10.727,-9999,1.0,1.0,1.0,1.0,1.0,-9999,6.21448,1.0,85.7689,0.997984,91.7576,0.666454,21.6409,0.997984,23.152,0.470034,-1.60802,0.986559,0.0341108,-1.69997,-1.66295,-1.36534,0.993952,0.989919,0.807124,3.12312,2.95651,3.00695,3.39521,4.74271,4.65647,4.67105,4.74271,3.47115,3.4567,3.53479,3.70729,5.01006,4.99103,5.05191,5.15893,-9999,-9999
201709,24.358,1.0,386.833,251.661,1.0,345.319,1.0,20.83,1.0,87.022,1.0,0.127,1.0,1.9,1.0,0.2800414583333334,1.0,82.59815965277777,1.0,464.85210812500003,1.0,59.89231659722222,1.0,52.88123597222222,1.0,459.6872125,1.0,401.221,1.0,15.956,15.426,14.414,14.435,14.228,11.037,0.0,0.0,0.0,0.0,0.0,0.0,3.418,5.235,9.174,6.685,8.045,-9999,1.0,1.0,1.0,1.0,1.0,-9999,2.88855,1.0,32.9361,1.0,33.6314,0.416631,45.1256,1.0,46.0782,0.467222,-0.307835,0.99375,0.0170356,-0.317008,-0.306884,-0.170336,0.999306,0.994444,0.83125,1.23815,1.20807,1.23142,1.46243,1.54741,1.52175,1.54445,1.62507,1.19502,1.1985,1.2067,1.25387,1.47221,1.4873,1.5017,1.67602,-9999,-9999
201710,22.551,1.0,317.79,217.748,1.0,317.756,1.0,21.974,1.0,87.086,1.0,0.098,1.0,2.29,1.0,0.29781102150537636,1.0,42.98974153225806,1.0,418.0595850806452,1.0,63.81114274193549,1.0,51.19596061827956,1.0,438.8109626344086,1.0,401.15,1.0,15.958,15.428,14.415,14.436,14.227,11.032,0.0,0.0,0.0,0.0,0.0,0.0,3.445,4.221,8.899,6.661,7.646,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-0.897615,1.0,15.0367,0.999328,15.3542,0.198225,32.04,1.0,32.7164,0.444029,0.148306,0.995968,0.0120466,0.109325,0.132049,0.347479,0.995968,0.99664,0.932796,0.868715,0.787586,0.813678,1.21349,0.726275,0.673454,0.689245,0.844483,0.748799,0.706062,0.733628,0.889878,0.680451,0.659985,0.677005,0.765661,-9999,-9999
201711,18.724,1.0,253.126,160.836,1.0,303.575,1.0,16.452,1.0,87.269,1.0,0.279,1.0,1.87,1.0,0.21548805555555556,1.0,17.71825215277778,1.0,315.86619527777776,1.0,50.232037569444444,1.0,38.78301277777778,1.0,405.57870743055554,1.0,402.238,1.0,15.956,15.426,14.414,14.435,14.228,11.037,0.0,0.0,0.0,0.0,0.0,0.0,4.813,5.167,9.276,6.977,7.657,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-4.11522,1.0,10.9644,0.999306,11.3783,0.218417,13.2161,1.0,13.7149,0.39728,0.235246,0.981944,0.0120062,0.188307,0.223164,0.446093,0.999306,0.996528,0.890278,0.553744,0.488056,0.531076,0.82833,0.328794,0.298175,0.309812,0.383543,0.283324,0.268535,0.295514,0.399658,0.226631,0.221966,0.231354,0.287827,-9999,-9999
201712,12.634,1.0,220.264,127.591,1.0,279.473,1.0,11.151,1.0,87.324,1.0,0.909,1.0,2.348,1.0,0.31560147849462367,1.0,3.6672100806451615,1.0,250.4983436155914,1.0,41.364728965053764,1.0,31.79516908602151,1.0,369.3892159946237,1.0,405.515,1.0,15.974,15.441,14.428,14.447,14.235,11.031,0.000672043,0.000672043,0.000672043,0.000672043,0.000672043,0.000672043,7.166,7.555,10.037,7.402,7.905,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-7.09985,1.0,9.72018,1.0,10.1266,0.182622,5.66133,1.0,5.89802,0.398389,0.253909,0.99328,0.0147943,0.235675,0.243212,0.303837,0.999328,0.997312,0.87164,0.434092,0.421861,0.425605,0.580563,0.187031,0.182544,0.187187,0.269831,0.452246,0.369953,0.417072,0.763765,0.197941,0.172913,0.185697,0.333631,-9999,-9999
201801,13.271,1.0,236.541,161.762,1.0,271.391,1.0,12.043,1.0,87.364,1.0,0.311,1.0,2.662,1.0,0.3429961693548388,1.0,15.237743548387094,1.0,316.94947540322585,1.0,53.738199798387086,1.0,41.33811545698925,1.0,374.34217090053767,1.0,408.788,1.0,16.139,15.595,14.525,14.483,14.245,10.731,0.0,0.0,0.0,0.0,0.0,0.0,6.819,9.115,10.502,7.501,7.913,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-4.25404,1.0,9.84248,1.0,10.3795,0.20795,13.0918,1.0,13.8061,0.458126,0.325578,0.999328,0.0130441,0.291377,0.306947,0.626063,1.0,1.0,0.975134,0.551742,0.496707,0.537282,0.963037,0.231644,0.206144,0.223913,0.341534,0.237203,0.242254,0.249576,0.701589,0.154313,0.151531,0.157972,0.353669,-9999,-9999
201802,11.497,1.0,291.951,184.035,1.0,277.554,1.0,9.424,1.0,87.141,0.997768,4.082,1.0,2.045,1.0,0.25908854166666667,1.0,40.71164873511905,1.0,353.2412472470238,1.0,59.23417812499999,1.0,43.810545684523795,1.0,374.8572586309524,1.0,410.383,1.0,16.159,15.613,14.542,14.496,14.252,10.728,0.0,0.0,0.0,0.0,0.0,0.0,9.552,12.355,15.038,10.846,9.503,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-4.70591,1.0,18.8176,0.999256,19.8442,0.34404,24.2454,1.0,25.5681,0.495602,0.305588,0.997024,0.0101339,0.297298,0.300189,0.45295,0.999256,0.997768,0.944196,0.493637,0.458339,0.483669,0.661944,0.189857,0.16402,0.183707,0.213459,0.420228,0.423506,0.444538,0.641838,0.151927,0.151927,0.16614,0.327117,-9999,-9999
201803,14.505,1.0,362.614,246.147,1.0,282.354,1.0,12.691,1.0,87.091,1.0,0.041,1.0,2.16,1.0,0.24108461021505373,1.0,75.70313931451614,1.0,477.42240981182795,1.0,72.22899610215055,1.0,53.56991438172043,1.0,397.0105024865591,1.0,413.269,1.0,16.168,15.621,14.551,14.505,14.258,10.736,0.0,0.0,0.0,0.0,0.0,0.0,7.859,12.069,16.486,13.293,12.85,-9999,0.975134,0.975134,0.975134,0.975134,0.975134,-9999,3.13815,1.0,27.6305,1.0,28.9736,0.298836,41.5707,1.0,43.5914,0.536245,-0.166282,0.977151,0.0118051,-0.169053,-0.166282,-0.160561,0.909274,0.977151,0.921371,0.715252,0.686923,0.699464,0.938186,0.8821,0.857299,0.864443,1.07586,0.630863,0.630863,0.638919,0.887081,0.837723,0.837405,0.843505,1.05268,-9999,-9999
201804,20.122,1.0,425.849,314.524,1.0,294.529,1.0,21.127,1.0,87.025,1.0,0.0,1.0,2.303,1.0,0.28498194444444447,1.0,100.76484847222221,1.0,607.6853008333331,1.0,84.00013155797103,0.7506944444444446,69.37493041666667,1.0,436.58447569444445,1.0,412.931,1.0,16.156,15.611,14.54,14.495,14.252,10.732,0.0,0.0,0.0,0.0,0.0,0.0,3.938,6.595,11.148,8.682,9.069,-9999,0.396528,0.396528,0.396528,0.396528,0.396528,-9999,7.7138,1.0,32.0871,1.0,32.3496,0.213971,60.2089,1.0,60.7014,0.666364,-0.889438,0.997917,0.0135959,-0.905791,-0.896469,-0.764735,0.998611,0.997917,0.920139,1.06552,1.01104,1.03494,1.29139,1.95369,1.91817,1.93585,2.06112,1.0734,1.06806,1.07535,1.23568,1.95164,1.94901,1.9549,2.00605,-9999,-9999
201805,23.395,1.0,465.804,343.802,0.991263,308.479,1.0,26.227,1.0,86.94,1.0,0.0,1.0,2.295,1.0,0.3373396505376344,1.0,106.07919905913978,1.0,630.6968055107527,1.0,104.50360947580647,1.0,82.48051592741935,1.0,470.5189420026881,1.0,411.106,1.0,16.142,15.598,14.527,14.484,14.245,10.73,0.0,0.0,0.0,0.0,0.0,0.0,3.047,4.04,8.743,6.695,6.863,-9999,1.0,1.0,1.0,1.0,1.0,-9999,9.90018,1.0,18.313,0.999328,18.8785,0.173591,84.2325,1.0,86.8334,0.612539,-0.271027,0.99664,0.0115152,-0.281084,-0.277223,-0.219281,0.999328,0.998656,0.873656,0.741772,0.705249,0.722776,0.969964,1.01468,0.991105,0.998638,1.18992,0.782925,0.726205,0.789429,0.80824,1.01676,0.98937,1.00495,1.00713,-9999,-9999
201806,27.432,1.0,480.873,329.927,0.99375,345.268,1.0,30.813,1.0,87.013,1.0,2.87,1.0,1.928,1.0,0.24618493055555557,1.0,119.16917881944443,1.0,605.1602497916666,1.0,91.97158659722224,1.0,72.94416666666667,1.0,487.6884932638889,1.0,414.744,1.0,16.156,15.611,14.54,14.495,14.252,10.732,0.0,0.0,0.0,0.0,0.0,0.0,4.525,6.48,10.35,8.132,6.563,-9999,1.0,1.0,1.0,1.0,1.0,-9999,4.19257,1.0,47.9983,0.997222,50.5698,0.517367,60.9266,1.0,64.1908,0.613469,0.122359,0.981944,0.02194,0.0931451,0.0986345,0.373885,0.994444,0.995139,0.778472,1.67407,1.6113,1.6281,1.68081,1.57278,1.35043,1.52523,1.54312,1.3603,1.40878,1.41787,1.68996,1.40365,1.39605,1.42968,1.52633,-9999,-9999
201807,26.774,1.0,472.581,266.868,1.0,386.001,1.0,20.611,1.0,87.385,1.0,2.655,1.0,1.693,1.0,0.2603840053763441,1.0,136.03909771505374,1.0,484.87789744623655,1.0,49.651285685483856,1.0,46.53601525537634,1.0,469.4799338037635,1.0,416.915,0.999328,16.158,15.613,14.542,14.496,14.252,10.65,0.0,0.0,0.0,0.0,0.0,0.0,6.572,7.984,10.251,7.663,6.81,-9999,0.985887,0.985887,0.985887,0.985887,0.985887,-9999,4.36665,1.0,77.332,0.999328,91.039,0.72521,34.5304,0.998656,40.6508,0.581284,-1.03121,0.977151,0.0512195,-1.18756,-1.11275,-0.36626,0.994624,0.989247,0.858199,2.92027,2.61265,2.89594,2.916,3.9846,2.90262,3.98579,4.09474,2.84195,2.74816,2.88421,4.97348,4.14922,4.04427,4.12676,4.82856,-9999,-9999
201808,25.361,1.0,440.704,250.97,1.0,382.142,1.0,16.305,1.0,87.307,1.0,2.196,1.0,1.464,1.0,0.21384314516129035,1.0,139.09507399193546,1.0,455.1957565188172,1.0,43.76604206989247,1.0,41.518946572580646,1.0,451.27020369623654,1.0,413.588,0.999328,16.168,15.621,14.551,14.505,14.258,10.652,0.0,0.0,0.0,0.0,0.0,0.0,6.818,8.689,11.033,7.779,7.008,-9999,1.0,1.0,1.0,1.0,1.0,-9999,1.17575,1.0,74.9731,0.998656,89.201,0.811752,40.5888,1.0,48.2915,0.736992,-1.56106,0.985887,0.0566064,-1.58721,-1.56106,-0.494478,0.99664,0.985887,0.804435,3.15202,3.15202,3.18748,3.84197,4.71649,4.31008,4.72157,4.75053,3.30931,3.18947,3.27111,3.53198,4.89281,4.17391,4.73356,4.84583,-9999,-9999
201809,25.082,1.0,386.833,244.58,1.0,360.585,1.0,19.586,1.0,87.135,0.998611,3.159,0.998611,1.805,0.998611,0.24271390700483092,0.9986111111111111,107.82700419384058,0.9986111111111111,443.9718488315218,0.9986111111111111,54.86755224033816,0.9986111111111111,45.00860456823672,0.9986111111111111,449.7236324637681,0.9986111111111111,412.161,0.997917,16.156,15.611,14.54,14.495,14.252,10.647,0.0,0.0,0.0,0.0,0.0,0.0,6.657,8.565,11.647,9.162,7.44,-9999,1.0,1.0,1.0,1.0,1.0,-9999,0.0314268,1.0,49.1375,0.99375,56.0766,0.586685,45.6771,1.0,52.1276,0.633373,-0.00237933,0.995833,0.0328434,-0.0827802,-0.0436811,0.132552,0.993056,0.995139,0.886111,2.0523,1.93897,1.99454,3.05643,2.07687,2.02352,2.03779,2.82951,1.58268,1.611,1.6557,2.48904,1.92167,1.87726,1.93612,2.42535,-9999,-9999
201810,16.884,1.0,317.79,179.395,1.0,323.466,1.0,8.388,1.0,87.021,0.997312,2.524,1.0,2.271,1.0,0.3376603494623656,1.0,72.45650181451613,1.0,308.9778784274194,1.0,38.07559590053763,1.0,31.8099,1.0,396.79348051075266,1.0,410.555,1.0,16.142,15.598,14.527,14.484,14.245,10.352,0.0,0.0,0.0,0.0,0.0,0.0,13.123,14.74,16.811,13.744,10.972,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-6.9086,1.0,54.2177,1.0,60.9309,0.483643,16.3738,1.0,18.4011,0.508443,-0.533166,0.992608,0.0202106,-0.578627,-0.566539,-0.458413,0.998656,0.997312,0.844758,2.07472,1.97685,2.02783,2.32599,2.61856,2.55263,2.58644,2.78598,1.38421,1.31523,1.36562,1.8682,2.36897,2.3393,2.36096,2.66688,-9999,-9999
201811,12.943,1.0,253.126,172.748,1.0,271.996,1.0,10.606,1.0,87.192,1.0,0.152,1.0,2.334,1.0,0.29218562500000006,1.0,37.09461263888889,1.0,322.8486390972222,1.0,44.570556388888896,1.0,36.11769236111112,1.0,369.38266298611114,1.0,407.161,1.0,16.156,15.611,14.54,14.495,14.252,9.698,0.0,0.0,0.0,0.0,0.0,0.0,7.088,10.102,14.817,12.76,11.929,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-5.38547,1.0,24.6751,1.0,23.5887,0.224732,19.7614,1.0,18.8914,0.411207,-0.39362,0.995833,0.0146263,-0.443338,-0.417872,-0.191566,1.0,0.996528,0.838889,0.996983,0.945838,0.975115,1.33649,1.40299,1.38689,1.40071,1.49077,0.538943,0.480714,0.538943,0.823218,1.28925,1.2697,1.28437,1.46905,-9999,-9999
201812,9.812,0.998656,220.264,127.392,0.998656,277.979,0.998656,7.373,0.998656,87.178,0.997312,1.499,0.997312,1.918,0.997312,0.26117994257086996,0.9973118279569891,22.891097342375364,0.9973118279569891,239.71263529447702,0.9973118279569891,38.32476311705767,0.9973118279569891,27.400041770527856,0.9973118279569891,352.5700854227761,0.9973118279569891,413.257,0.998656,16.158,15.612,14.538,14.491,14.247,9.773,0.000672043,0.000672043,0.000672043,0.000672043,0.000672043,0.15121,12.614,14.14,15.958,11.899,10.804,-9999,0.997312,0.997312,0.997312,0.997312,0.997312,-9999,-6.63296,0.997312,18.5243,0.998656,19.5033,0.275657,10.0146,0.998656,10.5439,0.474146,0.0837599,0.995296,0.0102944,0.0953192,0.0991499,0.249331,0.99664,0.997312,0.908602,0.592643,0.587593,0.595197,0.811486,0.507376,0.490492,0.499315,0.561052,0.396746,0.390983,0.405226,0.60019,0.457403,0.450407,0.457752,0.544233,-9999,-9999
201901,9.586,1.0,236.541,145.523,1.0,275.324,1.0,7.374,1.0,87.263,0.995296,1.098,1.0,1.658,0.99664,0.22324718605990784,0.9959677419354839,35.47484583333333,1.0,270.11431518817204,1.0,48.844901303450854,0.9899193548387096,31.877793682795694,1.0,350.6938172043011,1.0,418.279,1.0,16.211,15.619,14.468,14.367,14.105,10.429,0.0,0.0,0.0,0.0,0.0,1.0,13.524,15.977,19.538,15.793,14.455,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-2.45951,1.0,15.5152,1.0,18.0572,0.235244,17.079,1.0,19.8772,0.481622,0.207423,0.991263,0.0101371,0.196436,0.20292,0.263913,0.994624,0.997312,0.965726,0.464399,0.448097,0.463684,0.561026,0.26042,0.251914,0.26042,0.2753,0.275633,0.279188,0.286716,0.318623,0.156505,0.156295,0.157868,0.17721,-9999,-9999
201902,8.484,1.0,291.951,167.667,1.0,277.492,0.999256,6.732,1.0,87.221,1.0,2.123,1.0,2.039,0.997768,0.2846837291666667,0.9977678571428571,47.909854025297626,1.0,310.0045342261905,1.0,53.55082487179487,0.8861607142857143,34.355772321428574,1.0,348.6529017857143,1.0,417.869,0.998512,16.187,15.597,14.443,14.344,14.089,10.745,0.0,0.0,0.0,0.0,0.0,1.0,12.34,14.603,18.261,15.16,14.63,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-3.09879,1.0,22.5797,0.99628,25.4663,0.367041,22.38,1.0,25.2411,0.688717,0.140778,0.988095,0.0104098,0.137465,0.140778,0.177429,0.993304,0.988095,0.979167,0.506846,0.497202,0.50286,0.58351,0.365572,0.359797,0.365572,0.406081,0.337408,0.331784,0.338801,0.440247,0.307091,0.303182,0.306833,0.373659,-9999,-9999
201903,13.917,0.971774,362.614,228.941,0.97379,288.721,0.952957,11.742,0.971102,87.322,0.796371,0.724,0.961694,2.807,0.796371,0.30865615555555553,0.758736559139785,95.76738763743127,0.9341397849462365,447.4558405172414,0.9354838709677419,69.43796064814813,0.5806451612903226,50.15622988505747,0.9354838709677419,383.31176999999997,0.7909946236559139,414.957,0.96371,16.205,15.613,14.459,14.356,14.096,12.541,0.0,0.0,0.0,0.0,0.0,1.0,10.054,13.499,17.964,14.795,14.355,-9999,1.0,1.0,1.0,1.0,1.0,-9999,0.902533,1.0,40.5905,0.958333,46.1359,0.27243,44.2413,0.965726,50.2855,0.490611,-0.521368,0.946237,0.0140461,-0.532135,-0.52288,-0.466633,0.950941,0.950269,0.93414,0.944999,0.93072,0.949617,1.0394,1.46665,1.46299,1.48268,1.51183,0.834584,0.832857,0.846016,0.922482,1.3377,1.33759,1.34229,1.37307,-9999,-9999
201904,18.221,1.0,425.849,308.774,1.0,303.213,1.0,16.765,1.0,86.997,1.0,0.068,1.0,2.276,1.0,0.29031542361111107,1.0,135.40361805555554,1.0,571.2409534722224,1.0,84.88729861111112,0.7,63.83662152777777,1.0,410.74659722222225,1.0,407.845,1.0,16.203,15.611,14.457,14.356,14.096,16.667,0.0,0.0,0.0,0.0,0.0,1.0,5.113,8.087,11.613,9.073,10.081,-9999,1.0,1.0,1.0,1.0,1.0,-9999,2.06973,1.0,52.1747,1.0,58.9728,0.323193,65.7891,1.0,74.3611,0.59587,-1.63359,0.997917,0.0201667,-1.6637,-1.63899,-1.58367,0.996528,0.997917,0.990278,1.42312,1.41444,1.43007,1.49808,3.05824,3.06367,3.08741,3.11106,1.24944,1.23776,1.24559,1.25572,2.92502,2.921,2.92652,2.94342,-9999,-9999
201905,18.801,1.0,465.804,332.749,0.997984,308.508,1.0,16.812,1.0,86.785,1.0,0.606,1.0,2.031,1.0,0.3002035685483871,1.0,149.63527455101806,0.9993279569892473,615.965435483871,1.0,90.79277150537635,1.0,68.5771747311828,1.0,422.87647849462365,1.0,406.586,1.0,16.214,15.622,14.468,14.365,14.103,20.119,0.0,0.0,0.0,0.0,0.0,1.0,4.992,7.019,9.949,7.403,7.096,-9999,1.0,1.0,1.0,1.0,1.0,-9999,2.83308,1.0,48.1613,0.999328,52.1583,0.632844,87.6471,1.0,94.921,0.672476,-0.977517,0.995296,0.0238772,-0.984304,-0.980306,-0.965908,0.995968,0.998656,0.994624,1.43304,1.43052,1.47229,1.50478,2.41354,2.40808,2.44726,2.46845,1.50786,1.4723,1.48059,1.50786,2.40088,2.39216,2.39537,2.40833,-9999,-9999
201906,26.774,1.0,480.873,353.425,1.0,343.344,1.0,29.915,1.0,87.065,1.0,0.262,1.0,1.987,1.0,0.2964203680555556,1.0,146.63613333333333,1.0,653.9529520833333,1.0,100.7453887173656,0.9979166666666667,73.70783333333334,1.0,474.1372916666667,1.0,407.165,1.0,16.203,15.611,14.457,14.356,14.096,24.55,0.0,0.0,0.0,0.0,0.0,1.0,3.433,5.075,8.827,6.518,6.165,-9999,1.0,1.0,1.0,1.0,1.0,-9999,6.26516,1.0,28.2395,0.999306,31.9599,0.382123,95.6246,1.0,108.222,0.569844,0.0553254,0.996528,0.0188227,0.0591522,0.0762632,0.078901,0.995833,0.996528,0.997222,1.28757,1.32431,1.34958,1.38792,1.23036,1.24769,1.27491,1.30119,1.08196,1.055,1.08196,1.11164,1.10697,1.088,1.10777,1.12852,-9999,-9999
